label	data
2	"Boothroyd  calls  for  Lords  speaker  |||    Betty  Boothroyd  has  said  the  House  of  Lords  needs  its  own  Speaker  and  that  peers  should  lead  the  way  on  reforming  the  upper  chamber.  |||    Baroness  Boothroyd,  who  was  the  first  woman  to  be  Commons  Speaker,  said  she  believed  Tony  Blair  initiated  reforms  without  a  clear  outcome  in  mind.  ""Now  we  have  to  take  care  of  it  ourselves  and  make  the  best  of  it,""  she  told  the  BBC's  Breakfast  with  Frost.  In  1999  Labour  removed  all  but  92  of  the  Lords'  750  hereditary  peers.  That  was  billed  as  the  first  stage  of  reform  of  the  institution.  The  lord  chancellor  hinted  further  reforms  could  be  unveiled  in  the  next  Labour  manifesto.  |||    ""I  think  we  need  to  look  very  carefully  at  the  relationship  between  the  Lords  and  the  Commons,""  Lord  Falconer  told  BBC1's  Breakfast  With  Frost.  ""How  it  interacts  with  the  Commons  is  a  very,  very  important  issue.  ""We  need  to  address  the  issue  in  the  manifesto,  but  you  will  have  to  wait  for  when  the  manifesto  comes.""  The  lord  chancellor  currently  has  the  role  of  House  of  Lords  speaker.  He  is  also  head  of  the  judiciary  and  a  member  of  the  Cabinet  as  constitutional  affairs  secretary.  |||    Lady  Boothroyd  said  she  believed  it  was  unacceptable  for  the  lord  chancellor  to  have  the  role  of  Speaker.  ""I  would  really  like  to  see  a  Speaker  of  the  House  of  Lords,""  she  said.  ""I  don't  go  for  the  idea  of  somebody  -  a  lord  chancellor  -  who  is  head  of  the  judiciary,  a  senior  Cabinet  minister  and  Speaker  of  the  Lords.  ""I  want  somebody  there  who  is  going  to  look  after  that  House  and  do  a  job  there." 

2	"Regiments'  group  in  poll  move  |||    A  regiments'  campaign  group  is  to  target  nine  marginal  Labour  seats  at  the  General  Election.  |||    Save  the  Scottish  Regiments  will  also  field  a  candidate  against  Armed  Forces  Minister  Adam  Ingram  in  East  Kilbride.  The  group,  which  is  unhappy  at  defence  merger  plans,  is  endorsing  opposition  candidates  in  nine  seats.  The  marginals  are  Aberdeen  South,  Dumfriesshire,  Dundee  East  and  West,  South  West  Edinburgh,  Ochil,  Stirling,  East  Renfrewshire  and  Western  Isles.  The  campaigners  unveiled  a  huge  poster  featuring  Black  Watch  soldiers  fighting  the  war  in  Iraq  before  they  announced  their  election  plans.  |||    Former  Scots  Guardsman  Allan  Hendry  will  challenge  Mr  Ingram.  The  group  said  it  is  well  organised,  with  350  volunteers,  and  will  be  announcing  at  least  one  other  candidate  later.  It  added  that  it  can  only  be  stopped  from  inflicting  serious  damage  on  Labour  if  the  government  reverses  its  plan  to  merge  the  six  Scottish  regiments.  |||    Scotland's  only  Conservative  MP  Peter  Duncan  said  the  Save  the  Scottish  Regiments  had  done  a  ""superb  job""  in  fighting  against  defence  cuts.  He  added:  ""Their  actions  have  reflected  the  pride  that  most  people  in  this  country  have  in  our  troops,  and  have  shown  a  steely  determination  to  make  Labour  pay  for  their  betrayal.  ""I  have  been  honoured  to  speak  at  their  rallies  throughout  Scotland.""  Scottish  National  Party  leader  Alex  Salmond  said  it  had  received  a  ""big  boost""  from  the  campaign's  decision  to  endorse  SNP  candidates  in  four  marginal  seats.  |||    ""Labour's  arrogance  has  been  their  undoing.  In  trying  to  get  rid  of  Scotland's  historic  regiments,  Labour  MPs  will  end  up  being  scrapped  themselves,""  he  said.  However,  Labour  MP  George  Foulkes  said  the  campaigners  would  not  make  any  difference  to  the  outcome  of  the  election  and  would  not  win  the  argument.  ""A  serving  soldier  knows  that  what  Labour  is  proposing  is  right,""  he  said.  As  well  as  their  election  move,  Save  the  Scottish  Regiments  will  join  other  campaigners  at  a  rally  in  London  in  the  spring.  Defence  Secretary  Geoff  Hoon  announced  last  year  that  Scotland's  regiments  would  be  combined  into  a  single  unit.  The  move  was  part  of  overall  Army  reforms." 

3	"Republic  to  face  China  and  Italy  |||    The  Republic  of  Ireland  have  arranged  friendlies  against  China  and  Italy  which  will  take  place  at  Lansdowne  Road  in  March  and  August.  |||    Brian  Kerr's  side  will  face  the  54th  ranked  Chinese  on  29  March  -  just  three  days  after  the  World  Cup  qualifier  against  Israel  in  Tel  Aviv.  Italy  will  visit  on  17  August  in  what  will  be  a  warm-up  game  ahead  of  the  autumn  World  Cup  qualifiers.  In  their  last  meeting,  the  Irish  beat  Italy  in  the  1994  World  Cup  Finals.  However,  that  is  the  Republic's  only  victory  in  eight  attempts  against  the  Italians  who  have  won  all  the  other  seven  games.  The  29  March  game  will  be  the  second  time  the  Republic  have  played  China  -  the  previous  encounter  back  in  June  1984  with  the  Irish  winning  1-0  in  Sapporo,  Japan.  Brian  Kerr  said:  ""China  have  made  great  progress  over  the  last  few  years  and  will  provide  difficult  opposition.  ""We  all  witnessed  the  performances  of  the  Asian  teams  in  the  last  World  Cup,  and  China  play  a  similar  type  of  football.  ""As  for  Italy,  they  make  a  welcome  return  to  Dublin  and  will  be  a  massive  attraction  because  they  are  one  of  the  great  traditional  powers  in  the  world.  ""The  game  will  be  ideal  preparation  for  the  three  important  World  Cup  qualifiers  in  the  autumn.""  Ireland  round  off  their  World  Cup  campaign  with  games  against  France  on  7  September,  Cyprus  on  8  October  and  Switzerland  on  12  October." 

2	"Short  attacks  US  over  tsunami  aid  |||    Former  Cabinet  minister  Clare  Short  has  criticised  the  US-led  tsunami  aid  coalition,  saying  the  UN  should  be  leading  efforts.  |||    President  Bush  has  announced  that  an  alliance  of  the  US,  India,  Australia  and  Japan  will  co-ordinate  a  humanitarian  drive.  But  Ms  Short  said  the  effect  of  the  parallel  coalition  would  be  to  undermine  the  UN.  She  said  only  the  UN  had  the  ""moral  authority""  to  lead  the  relief  work.  Ms  Short  resigned  as  international  development  secretary  over  the  Iraq  war.  ""I  think  this  initiative  from  America  to  set  up  four  countries  claiming  to  co-ordinate  sounds  like  yet  another  attempt  to  undermine  the  UN  when  it  is  the  best  system  we  have  got  and  the  one  that  needs  building  up,""  she  said.  ""Only  really  the  UN  can  do  that  job,""  she  told  BBC  Radio  Four's  PM  programme.  ""It  is  the  only  body  that  has  the  moral  authority.  But  it  can  only  do  it  well  if  it  is  backed  up  by  the  authority  of  the  great  powers.""  Ms  Short  said  the  countries  involved  could  not  boast  good  records  on  their  response  to  major  disasters.  The  US  was  ""very  bad  at  coordinating  with  anyone""  and  India  had  its  own  problems,  Ms  Short  said.  ""I  don't  know  what  that  is  about  but  it  sounds  very  much,  I  am  afraid,  like  the  US  trying  to  have  a  separate  operation  and  not  work  with  the  rest  of  the  world  through  the  UN  system,""  she  added." 

0	"Amex  shares  up  on  spin-off  news  |||    Shares  in  American  Express  surged  more  than  8%  on  Tuesday  after  it  said  it  was  to  spin  off  its  less  profitable  financial  advisory  subsidiary.  |||    The  US  credit  card  to  travel  services  giant  said  off-loading  American  Express  Financial  Advisors  (AEFA)  would  boost  its  profitability.  AEFA  has  more  than  12,000  advisers  selling  financial  advice,  funds  and  insurance  to  2.5  million  customers.  Over  the  years  it  has  delivered  poor  profits  and  even  some  losses.  |||    ""This  is  an  excellent  move  by  American  Express  to  focus  on  its  core  businesses,  and  sell  off  a  laggard  division,  which  has  been  a  problem  for  quite  some  time,""  said  Marquis  Investment  Research  analyst  Phil  Kain.  Analysts  estimate  that  a  stand-alone  AEFA  could  have  a  market  value  of  $10bn  (£5.3bn).  The  unit  was  acquired  by  American  Express  20  years  ago  as  Investors  Diversified  Service,  of  Minneapolis,  at  a  time  when  firms  were  amassing  one-stop  financial  empires.  However,  the  business  of  selling  investments  was  never  integrated  with  the  rest  of  the  group." 

0	"WMC  profits  up  amid  bid  criticism  |||    Australian  mining  firm  WMC  Resources  has  seen  a  fivefold  rise  in  profits  while  continuing  to  be  the  target  of  a  hostile  takeover  bid.  |||    WMC  said  it  made  net  profits  of  1.33bn  Australian  dollars  ($1bn;  £550m)  in  2004,  up  from  A$246bn  the  year  before.  It  is  currently  arguing  against  an  offer  from  Swiss  Xstrata,  which  the  firm  raised  to  A$8.4bn  last  week  after  WMC  said  it  was  an  undervaluation.  Now  reports  say  that  the  Australian  government  is  against  the  deal.  |||    Trade  Minister  Mark  Vaile  has  said  that  the  bid  may  be  ""against  the  national  interest"".  Mr  Vaile,  who  was  quoted  in  the  Australian  Financial  Review,  compared  Xstrata's  attempt  to  take  over  WMC  to  a  similar  bid  by  oil  giant  Shell  for  Australia's  Woodside  Petroleum  in  2001.  The  bid  was  thrown  out  by  Treasurer  Peter  Costello  on  national  interest  grounds.  WMC's  interests  in  uranium  deposits  were  a  contributing  factor,  Mr  Vaile  said.  WMC  itself,  however,  has  no  objection  in  principle  to  being  bought  out,  having  spun  off  its  aluminium  operations  in  2002  to  make  itself  a  more  tempting  target  -  as  long  as  the  price  is  right.  Its  stellar  performance  in  2004  has  been  built  on  sky-high  prices  for  metals.  Copper  and  nickel  in  particular  have  been  in  high  demand  thanks  to  China's  booming  economy,  which  expanded  more  than  9%  in  each  of  the  past  two  years.  Nickel  prices  rose  43%  during  the  year,  with  copper  up  36%." 

2	"Choose  hope  over  fear  -  Kennedy  |||    Voters  will  have  a  clear  choice  between  the  politics  of  fear  and  the  politics  of  hope  in  the  next  general  election,  said  Charles  Kennedy.  |||    In  his  New  Year  message  the  Liberal  Democrat  leader  said  Labour  and  the  Conservatives  were  united  in  relying  on  fear  and  ""populist  scares"".  He  said  his  party  was  the  one  of  hope  and  was  ready  for  a  2005  poll.  On  the  Asian  tsunami  he  said  it  had  been  ""very  heartening""  to  learn  of  the  generosity  being  shown  by  Britons.  Mr  Kennedy  said  his  thoughts  were  with  all  those  caught  up  in  the  disaster,  which  had  dominated  the  Christmas  and  New  Year  period.  At  home  he  said  many  people  were  turning  to  the  Liberal  Democrats  as  they  became  disheartened  with  the  politics  of  the  other  two  main  parties.  |||    The  general  election  would  be  a  three-party  struggle,  as  the  Conservative  party  ""fades  away""  as  a  national  force  and  the  Liberal  Democrats  challenge  Labour  in  its  heartlands,  he  said.  ""A  clear  division  is  emerging  in  British  politics  -  the  politics  of  fear  versus  the  politics  of  hope.  ""Labour  is  counting  on  the  politics  of  fear,  ratcheting  up  talk  of  threats,  crime  and  insecurity.  While  the  Conservatives  are  re-working  their  populist  scares  about  asylum  and  the  European  'menace',""  he  said.  He  said  the  government  was  using  this  climate  of  fear  to  try  to  strip  away  civil  liberties.  |||    It  was  already  using  detention  without  trial  at  Belmarsh  Prison,  ignoring  a  recent  Law  Lords  judgement  that  this  contravenes  basic  human  rights,  he  said.  He  also  criticised  attempts  to  bring  in  trial  without  jury,  plans  to  lower  the  burden  of  proof  in  some  criminal  trials,  curbing  of  rights  to  protest,  increased  stop  and  search  powers  and  ID  card  plans.  He  said  while  everyone  had  the  right  to  be  secure  they  also  had  the  right  to  be  protected  against  unfair  discrimination.  ""But  at  the  same  time,  an  overmighty  state  is  a  dangerous  one,""  he  said.  His  party  ""instinctively""  understood  the  ""new  liberal  Britain""  which  is  no  longer  a  nation  with  one  family  structure,  and  one  colour,  he  said.  ""We  are  less  deferential;  more  inclined  to  think  for  ourselves;  more  open  about  sexuality  and  equality.  ""Our  national  institutions  are  changing  too.  We  are  no  longer  a  nation  of  one  church;  we  are  a  nation  of  many  faiths.  In  our  attitudes  and  the  way  we  live  our  lives,  this  is  in  many  ways  a  liberal  Britain.""" 

1	"Grammys  honour  soul  star  Charles  |||    The  memory  of  soul  legend  Ray  Charles  dominated  the  music  world's  leading  music  ceremony  on  Sunday  as  he  was  given  eight  posthumous  Grammy  Awards.  |||    Charles,  who  died  in  2004,  got  honours  including  record  and  album  of  the  year,  while  Alicia  Keys  and  actor  Jamie  Foxx  performed  a  musical  tribute  to  him.  R&B  star  Keys  won  four  awards  herself  at  the  Grammy  ceremony  in  Los  Angeles.  U2,  Usher,  Norah  Jones  and  Kanye  West  got  three  each.  West  led  the  race  going  into  the  ceremony  with  10  nominations.  |||    Charles'  last  album,  Genius  Loves  Company,  a  collection  of  duets  that  has  sold  more  than  two  million  copies,  was  named  album  of  the  year  and  best  pop  vocal  album.  His  song  Here  We  Go  Again  with  Norah  Jones  won  record  of  the  year  and  best  pop  vocal  collaboration,  while  Heaven  Help  Us  All  with  Gladys  Knight  picked  up  best  gospel  performance.  Jones  said:  ""I'm  glad  he's  getting  recognised,  because  of  who  he  is  and  how  much  I  love  him.""  Actor  Jamie  Foxx  -  who  is  nominated  for  an  Oscar  for  playing  Charles  in  the  hit  movie  Ray  -  dedicated  a  rendition  of  Georgia  on  My  Mind  to  ""old  friends"".  Keys,  looking  to  replicate  her  Grammys  success  of  2002,  when  she  won  five,  picked  up  best  R&B  song  for  You  Don't  Know  My  Name  and  best  R&B  album  for  The  Diary  of  Alicia  Keys.  She  also  shared  the  award  for  best  R&B  vocal  performance  by  a  duo  or  group  with  Usher  for  My  Boo.  |||    Usher's  other  victories  were  for  best  contemporary  R&B  album  for  Confessions  and  best  rap/sung  collaboration  for  Yeah!,  featuring  Lil  Jon  and  Ludacris.  Kanye  West  dominated  the  rap  categories,  winning  best  rap  song  for  Jesus  Walks  and  best  rap  album  for  The  College  Dropout.  But  in  one  of  the  night's  biggest  shocks,  he  lost  out  in  the  battle  to  be  named  best  new  artist  to  pop  rock  act  Maroon  5.  Vertigo  by  rock  giants  U2  won  three  trophies  -  best  rock  song,  best  short  video  and  best  rock  vocal  performance  by  a  duo  or  group.  One  of  the  other  main  awards,  song  of  the  year,  went  to  US  singer-songwriter  John  Mayer  for  Daughters.  Mayer  also  won  best  male  pop  vocal  performance.  Britney  Spears  picked  up  her  first  ever  Grammy  for  her  song  Toxic,  which  was  named  best  dance  recording.  |||    Rod  Stewart  also  won  the  first  Grammy  of  his  career,  getting  the  best  traditional  pop  album  award  for  Stardust...  The  Great  American  Songbook:  Volume  III.  In  2003,  Stewart  said  he  was  ""astounded""  he  had  never  won  a  Grammy  -  but  ""they  tend  not  to  give  it  to  the  British  unless  you're  Sting"".  There  were  few  other  high-profile  British  victors  this  year.  Annie  Lennox,  metal  group  Motorhead  and  dance  act  Basement  Jaxx  all  took  home  trophies.  But  Elvis  Costello,  who  had  four  nominations,  and  Joss  Stone  and  Franz  Ferdinand,  who  were  both  up  for  three  awards,  got  nothing.  |||    Beach  Boys  veteran  Brian  Wilson  was  another  first-time  winner  -  for  best  rock  instrumental  performance.  ""It  represents  triumph  and  achievement  in  music  that  I  feel  that  I  deserved,  and  I'm  really  glad  I  won,""  he  said.  A  live  recording  of  composer  John  Adams'  11  September  tribute,  On  the  Transmigration  of  Souls,  performed  by  the  New  York  Philharmonic,  won  three  classical  prizes.  And  former  US  President  Bill  Clinton  picked  up  the  second  Grammy  of  his  career,  winning  the  spoken  word  award  for  the  audio  version  of  his  autobiography  My  Life." 

