,Unnamed: 0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,class
10,10,42.0,42.0,42.0,42.0,42.0,0.6443352326698246,0.3638552865104483,0.7716555954726163,0.0660522766735914,0.1982563145739813,0.903421830014562,0.4899818506199392,0.7415036291197947,0.3838959271838977,0.481955308283211,0.7684385943656108,0.6587004245209175,0.8895951815076607,0.7455035935834722,0.4916631477680044,0.943224199872884,0.031592259333382,0.4994036211848103,0.0785473196813023,C1
11,11,0.2118680454050974,0.4693616251314696,0.337700329305548,0.5792095092502363,0.1610404773510484,42.0,42.0,42.0,0.8222693805665802,0.4937226002321462,0.8706428186594766,0.2080060497490555,0.5302569677590026,0.8561783352064758,0.326345259421063,0.7078810595269179,0.2805698487878911,0.6938987550744204,0.330228013050469,0.1724630118209783,0.4927203406730254,0.6492063822288651,0.3823854143735328,0.0279282889158223,C1
12,12,0.9258548394510674,0.5357562262827835,0.5402710827330985,0.7657508358681554,0.3867897812678553,0.9903798445798374,42.0,42.0,42.0,0.4811850594954617,0.418313043159386,0.2014489344978086,0.9933540134651538,0.7754641727222238,0.3501377052129913,0.7454286277194356,0.8390154406052768,0.4899653494557824,0.1558597249619299,0.5725622775702129,0.7568946775524795,0.1981720020529723,0.8367665684004335,0.8383204890146155,C2
13,13,0.4109497810874394,0.56467429977401,0.5489416498107477,0.6665212800867666,0.7297963410517281,0.4766471304091056,0.0781769939789922,0.5627883628378735,42.0,42.0,42.0,0.1408580868888638,0.8429384138751013,0.1422198376137984,0.6030262495961515,0.994958973216824,0.1957928454261489,0.1301171754962014,0.1232587646409328,0.5406607438002975,0.7202445889698761,0.5659767057790109,0.2887717732388062,0.0446269273296038,C2
14,14,0.8245024024162964,0.1879150514305966,0.7728292372163358,0.5133284680884393,0.7868666691150629,0.9110831132491232,0.2730708097752151,0.020198360474841,0.6813779257346426,0.6891235709647494,0.5239877577251719,42.0,42.0,42.0,42.0,0.7873530113010437,0.0988580937152925,0.2682531254636657,0.3668818580307452,0.0584938441232167,0.108800973245686,0.7111611522992888,0.410987939157839,0.2967099337004574,C2
15,15,0.2313886199611258,0.0936304435197813,0.898428969261611,0.9503727500662148,0.0466373300081103,0.6198101303991347,0.4347978256703717,0.0680335972654668,0.3074806435717631,0.153923732712858,0.0035471485493017,0.9174883274446394,0.4713669856979324,0.4682412489047192,0.3722703462963483,42.0,42.0,42.0,0.4061803721137138,42.0,0.453114935558102,0.868098174081572,0.6870225215842664,0.5639970218533692,C3
16,16,0.3966354764620535,0.9760871201663548,0.8597947538483846,0.7745709177520392,0.6767538144451968,0.0436584780503018,0.2592277181444459,0.7003033713814022,0.5494609928540278,0.5421087239118955,0.6339821323988762,0.1173116726117605,0.8175941462904909,0.7251531115000636,0.4620259758091923,0.2274741610868694,0.6074091827052075,0.5571143579875361,0.7922361766957882,0.4268886210403509,42.0,42.0,42.0,42.0,C3
17,17,0.8392052526308614,0.7848986375771404,0.437776615338137,0.4541547121785649,0.898185179206392,0.2779731723532218,0.7038480796413819,0.0097652553744808,0.3081892194567381,0.1640284698165061,0.1345375415616188,0.8516959975314315,0.4006564392487642,0.4628978766437986,0.5138712466214268,0.5294343151369592,0.4352936832112298,0.3594083530691774,0.9353234761439286,0.891432251731004,42.0,42.0,42.0,42.0,C3
18,18,42.0,42.0,0.020833366381554,0.7399782438671658,0.0727978314286416,0.54205077248213,0.9146185766346784,0.057584732254665,0.0358206851855574,0.7720908706592323,0.4702975347375479,0.4801949129017377,0.98004275414478,0.4115187313458126,0.3122727239736867,0.0570200726127742,42.0,42.0,42.0,0.7473691654067111,0.828655521550429,0.4331868431827598,0.3746726227796417,0.3960941328809166,C1
19,19,42.0,42.0,42.0,42.0,42.0,0.0415810390562474,0.3075691702610189,0.2666098166339793,0.7444377907069603,0.4706984166507076,0.0014110441218542,0.2788593169300566,0.7002237939858365,0.2640913843372549,0.9065554075291268,0.0436561651124052,0.919556083027976,0.0129656370031179,0.8523099855585832,0.061241267474541,0.9569987394363848,0.1153507207052645,0.5289919685867848,0.299856735496289,C1
20,20,0.4689087010895216,0.2027785243566005,0.6615282616005076,0.505298256929779,0.873261980176681,42.0,42.0,42.0,0.1876400655818224,0.0635668716751903,0.3806645777958102,0.4413261259169153,0.3295753761055865,0.0686047692926096,0.5135867505826714,0.9880702043233166,0.4567415881637486,0.1666171033771532,0.4616707692137873,0.9458171992511524,0.175395895398836,0.563607989633974,0.4486114556242692,0.8444631826035663,C1
21,21,0.6149926204765241,0.385149964084635,0.099643332183556,0.4358158493310504,0.9169629793305092,0.5351603481806224,42.0,42.0,42.0,0.9082188969648158,0.7346566508371136,0.3569363367177127,0.0817608163398111,0.153484009585553,0.9610364687105648,0.8553382311965076,0.6803950105934183,0.3480308844717821,0.2583338752997483,0.5122983402053278,0.8770290717275615,0.3870166857883558,0.6328894565814213,0.904065883032086,C2
22,22,0.4646517902742166,0.5568875793025554,0.6325485494724435,0.932782917730736,0.94955031090378,0.1384480706068656,0.9290623997798768,0.342259967912382,42.0,42.0,42.0,0.3337980106637708,0.2686183793381773,0.4920630623288569,0.2088614699655356,0.2406369696030997,0.3971287246087256,0.5589357467947093,0.4225890429388537,0.1907399212026598,0.885778382222709,0.0633705536379021,0.8697007088847546,0.0361025485510746,C2
23,23,0.0110653802539311,0.0786521974439934,0.7883201993909769,0.7118584087247182,0.0426935362885168,0.2900566311400577,0.1277433058267589,0.2069886027709465,0.8119153803180825,0.9664331957935964,0.2927202299516074,42.0,42.0,42.0,42.0,0.9224889130463438,0.1494535746688347,0.9435767727481048,0.0921927262033203,0.079758447629422,0.1626562647959958,0.4519343961355724,0.6679592616117287,0.9291620946996438,C2
24,24,0.3570087428889212,0.1804534494550577,0.2924225266133287,0.8581541975421229,0.8513043456904782,0.9628989309443264,0.5725478894328165,0.0002880633518532,0.5695579445741497,0.4466690690430355,0.6362567539838448,0.6434409045992544,0.316307725542273,0.5826931640238767,0.8882564621938561,42.0,42.0,42.0,0.6335132291139945,42.0,0.6925056771030872,0.3653982318949841,0.8143454503538963,0.7260744351180294,C3
25,25,0.9692764181571262,0.1122036345100676,0.9897058869590027,0.4267684431229477,0.0099506680398314,0.7316233361030696,0.5005651445679733,0.0909504171136772,0.3315792144148423,0.3359695094145679,0.2905009385957625,0.4121094061587166,0.2147530622744258,0.1430100828727987,0.2578067282055342,0.2208513452653332,0.4955219127069534,0.5064107850244967,0.7864467698508776,0.6341293973754718,42.0,42.0,42.0,42.0,C3
26,26,0.1280727155134202,0.606666404428105,0.1347924414260313,0.9428449933751354,0.1267311714522169,0.3752566467162535,0.3034167972660629,0.9002714960435875,0.297436108319252,0.3649532700310086,0.3205568272544915,0.5095435391157054,0.6562146719464071,0.2809983938109143,0.0563580362302617,0.8073378472798739,0.8178215375881484,0.4555544662285647,0.1440555543353903,0.0186213286010417,42.0,42.0,42.0,42.0,C3
27,27,42.0,42.0,0.1660231722836455,0.8350764909259086,0.888751263620992,0.905451347697339,0.7929410843150465,0.0858656054613555,0.9118712500613324,0.9494662981473684,0.399072512587206,0.972274972444282,0.4955724656982865,0.3318869964029282,0.5025616741497967,0.8610005303377798,42.0,42.0,42.0,0.6489804086315047,0.5489487419515009,0.2906128540896877,0.8698995720777218,0.5785482496709631,C1
28,28,42.0,42.0,42.0,42.0,42.0,0.516193336078804,0.8722292754382629,0.4332870583951007,0.2174391735052687,0.2243968825360054,0.5940552326781113,0.5215503061174684,0.3245866200006481,0.3157276829150621,0.7166922257215086,0.0300886357013888,0.2824767594592493,0.6151122174121894,0.7686094322449983,0.2404701108323226,0.4623617990372944,0.9501905176202688,0.4513526550244164,0.4000075999418934,C1
29,29,0.1010843265920716,0.0610284054516968,0.7548454243148975,0.1153954696464587,0.1298221502522557,42.0,42.0,42.0,0.3812414482671348,0.2015519944582372,0.4319046117633923,0.8676522799355513,0.4834884619053007,0.9259491706648428,0.3188833194068561,0.1622176176804897,0.404042091410413,0.1624792044312382,0.7392693828128405,0.8693694665918613,0.0857032004775741,0.7278981578427283,0.2523607271597761,0.509593178398096,C1
30,30,0.5463763567224793,0.2158814363461684,0.2369098558475025,0.155937609199867,0.1107414903799344,0.166433890128138,42.0,42.0,42.0,0.5696590937151352,0.072477126068515,0.3086589753216692,0.3255364329180794,0.6575619934762038,0.92818988951562,0.0855555332848208,0.5128754161802039,0.7649462012722849,0.368261513647138,0.7261148466515752,0.3925778650096121,0.6799806681617259,0.2322430088974565,0.1010632777748992,C2
31,31,0.0352477114509059,0.0207893279331975,0.9749742612721018,0.4484384077618346,0.5766022625270809,0.9371911992731252,0.188702317128761,0.7111292943543254,42.0,42.0,42.0,0.3554448610289127,0.4946167441013758,0.2438554036184828,0.1012087897825823,0.5377835641877412,0.8298130921822477,0.946337776597426,0.9270658685597964,0.0576273531054623,0.1707164730771748,0.0621058326307468,0.3738220548074192,0.8455539705211231,C2
32,32,0.6074884310535222,0.5810459824228297,0.7907471778792132,0.3323661497906196,0.1688558416741642,0.4965040189385274,0.3517200120695695,0.5625857743499162,0.952044886832562,0.394696597442294,0.7442001474303575,42.0,42.0,42.0,42.0,0.2791136931120666,0.363667305248106,0.9336539610563565,0.8170243709811936,0.9539038052425436,0.9631832600912704,0.4571169404223539,0.3684130736365717,0.7529292236903137,C2
33,33,0.0400537978757431,0.4369805465645043,0.0012259246798482,0.6871735160745966,0.9488656883553463,0.0976071352609316,0.7366515097811485,0.07616344578824,0.9167266483396144,0.5226574538659745,0.6759186933935395,0.3811135541265297,0.2792716816429137,0.2615620376673933,0.8342660121504429,42.0,42.0,42.0,0.5225328520133075,42.0,0.5861725392938465,0.9770573569378744,0.9940093384572904,0.417784805787465,C3
34,34,0.5280819386126406,0.9082011430763842,0.0632935163459804,0.2149209930539354,0.7570158315881244,0.4692006143102856,0.6657212194404255,0.9406102146025082,0.3635973751178917,0.2189829739533492,0.2941639633954777,0.9406689218251776,0.7849968825491602,0.2001253024176192,0.6721336353325065,0.952108442962512,0.4354426116592811,0.819911569878669,0.2473837794009512,0.5513242225987426,42.0,42.0,42.0,42.0,C3
35,35,0.4685662768725929,0.8651762215740965,0.904263945530832,0.4278458051148315,0.9457626564124544,0.368068905704169,0.2833376533341672,0.326240130873724,0.8254712896210068,0.0595330421135206,0.8570201494905825,0.775247994320153,0.7435871942794469,0.923199331871425,0.8776252245425659,0.825946058183163,0.759097699943564,0.6115730302212629,0.4784691191746791,0.1398688084046259,42.0,42.0,42.0,42.0,C3
36,36,42.0,42.0,0.6767374875886363,0.9478403040276244,0.6015880643132134,0.8287908684366411,0.7574498055315725,0.3160497364959854,0.4514092124388944,0.8526256601923974,0.2509298930163695,0.4741091851771648,0.5020938793299428,0.5597528181447345,0.852828264682213,0.3635671678823592,42.0,42.0,42.0,0.8222401865801371,0.6099155157125064,0.1889973183815683,0.5600662594127801,0.7581516734927121,C1
37,37,42.0,42.0,42.0,42.0,42.0,0.140867654957165,0.3424250312163803,0.6631704813025732,0.7438902741106542,0.4988642285383607,0.689514099498019,0.1694705155354782,0.6257349508907373,0.8377234010783718,0.141646610451618,0.1250845058129904,0.7347988442335728,0.663168065249075,0.4331673466718532,0.7378112423320988,0.4241547911258259,0.5145038726349035,0.5326079411323015,0.6158974695220272,C1
38,38,0.6402335300472997,0.7770865148653099,0.770824727982424,0.5753805633432783,0.8928564186615672,42.0,42.0,42.0,0.2084804131201565,0.4160341170058386,0.2070960562668886,0.8804762925692133,0.9618597256457682,0.2930026072030338,0.2088945557343021,0.4240007130941891,0.6034598205344424,0.1836987598956336,0.3216199949111002,0.7232689000232664,0.5404750469899853,0.9200094847684408,0.93210693096418,0.8817683890633574,C1
39,39,0.0111454231207537,0.7536720206704821,0.0943536368252403,0.7039353608994645,0.4704955810695956,0.8261030934601842,42.0,42.0,42.0,0.3162627262143488,0.0231202784415789,0.9195452654710587,0.946485928286019,0.8996409007052304,0.7525808247627832,0.2452116114880391,0.3763157626429002,0.8047436040606984,0.0144127326750113,0.3323335626578063,0.870515659472609,0.1692643542503841,0.8648433961197232,0.2046921608108832,C2
40,40,0.0883060730865786,0.0045218828888152,0.9645914175648156,0.2540862972258956,0.9229684386279706,0.5762923804370108,0.0162248134918042,0.1801089135332856,42.0,42.0,42.0,0.7217728976213842,0.1072313893722609,0.984745541561982,0.8896091559238173,0.4229575984312271,0.6243597782207746,0.9343394275203936,0.7079386564288646,0.6193544460556455,0.901228280307659,0.7713247608968345,0.0807572343042819,0.3668740212192515,C2
41,41,0.2949779301623672,0.5838894946252021,0.0909684750266145,0.1449680040406489,0.712933372504386,0.5230325660760158,0.5115113398151383,0.3055631277767571,0.164737594922989,0.831844235006481,0.6319291006089255,42.0,42.0,42.0,42.0,0.4779489435890393,0.7679900827221359,0.4772314028425464,0.2992859946600615,0.0864689558395443,0.8119744814208357,0.5530396526538245,0.7384102305847208,0.8687666784548604,C2
42,42,0.2821955025637446,0.9440212391153606,0.3839575961231655,0.4780085625346204,0.1694013009739762,0.4834675343534478,0.2819032991950604,0.7853594983370823,0.744927007599909,0.4637863211985175,0.7610879074671238,0.0835130847241876,0.1190548440401521,0.7472396766376227,0.908410527496981,42.0,42.0,42.0,0.683869986431276,42.0,0.5532730554414326,0.0258286017011162,0.3615616261407618,0.0985858380291523,C3
43,43,0.6556234148381163,0.932562458731552,0.3217518252989362,0.1718604567539942,0.5459972562356358,0.1894128053971641,0.7124721902135911,0.8491435369697495,0.8901802122548607,0.075824382463285,0.2650386332694907,0.7819908085514217,0.9679783919644148,0.9539665563940228,0.8960086481470622,0.3334460774771357,0.2804106836175063,0.5698203414532332,0.8850087454430261,0.1304789778255582,42.0,42.0,42.0,42.0,C3
44,44,0.0685888349851264,0.0444055850256974,0.4284229265513186,0.1771103917680394,0.629829244581408,0.3813544910968448,0.8551148607218337,0.3030010817339589,0.7044477554431449,0.2228846621873924,0.553577321933894,0.6262926454750471,0.2995328065922239,0.1238930784693164,0.4553345002590409,0.6730984032918854,0.3200803881825244,0.5337631977422679,0.1503176321715332,0.4225819976900481,42.0,42.0,42.0,42.0,C3
45,45,42.0,42.0,0.1566679482580587,0.8463865706503443,0.4923580589802077,0.1298351240184455,0.336471034404291,0.9653038128128172,0.4324385860240012,0.5429691214037049,0.2703383600364327,0.1447835503238863,0.5943101755447534,0.2731416743540111,0.2155393311286807,0.6328112971165489,42.0,42.0,42.0,0.3176042550875225,0.4470680476155446,0.1390371161772191,0.9848095942872256,0.7445718301616857,C1
46,46,42.0,42.0,42.0,42.0,42.0,0.2879662462467888,0.4971084747876866,0.019556793722534,0.6025038818541091,0.7484936571183947,0.8758202877302252,0.8886825259513517,0.7692240585719642,0.6255359950320469,0.2977206451588228,0.91027096067294,0.9230639309470065,0.9601729598318236,0.5362215374257822,0.9229708879199556,0.6610284859078441,0.4164761625072942,0.8005491866799637,0.6023631173859343,C1
47,47,0.5683163307760921,0.4411278185029491,0.0534570562638975,0.1960694598966436,0.0837001743068993,42.0,42.0,42.0,0.5323319756412356,0.4647563138391124,0.1130689884681912,0.9187575256089084,0.8540520962511234,0.4462856507296256,0.7165096090761482,0.9084192921058848,0.1729352447453007,0.0005612562412367,0.0713385159430587,0.3927512565655067,0.3034724195380895,0.8919689913278502,0.4887847746479413,0.7096010799596044,C1
48,48,0.0129383150198176,0.3631006607947359,0.687076052796016,0.1389484141188918,0.5540697425846066,0.8484232834699109,42.0,42.0,42.0,0.6263154388490555,0.2472356570221568,0.909295706921968,0.0139593139452703,0.3934727611894966,0.2830820717283403,0.370839072184409,0.5053733218616175,0.2802342895369077,0.4696072351449635,0.7149195262919855,0.7426538664612968,0.0919980848916067,0.5340777888866619,0.6578280150058701,C2
49,49,0.0223698602075024,0.3311117987912209,0.0577061134724465,0.046868754602956,0.7560433327794637,0.3505051934304746,0.8176278515756021,0.4930382406125455,42.0,42.0,42.0,0.6376186510581571,0.0141010641912027,0.6025924721552495,0.0690784209329664,0.8941385387972595,0.6487072332677234,0.8560953995082141,0.5742645366721647,0.0165159735217391,0.7637644488393801,0.6878254714808254,0.6418134025106694,0.4526611181623998,C2
50,50,0.4339090536957448,0.3255886171655245,0.596408143421996,0.5274205153820695,0.4842623950443635,0.6454018552773535,0.6660832544808925,0.6538086566439608,0.0486545151678939,0.2482552655990104,0.0776948800182404,42.0,42.0,42.0,42.0,0.4448841072277907,0.3286197166311135,0.6293184802999319,0.0206776974073094,0.9737149551120592,0.1224580319879606,0.960741841524414,0.7403778138765623,0.3413085784438772,C2
51,51,0.4437261262620106,0.3039896673501984,0.5071611633609762,0.6143845819074134,0.6648315696024995,0.1049638800783607,0.4598704348845337,0.5533440392703932,0.8826987676253896,0.7442625098318226,0.8370957851341714,0.6108381665023842,0.5666713167432601,0.0786771337695931,0.9457011732852926,42.0,42.0,42.0,0.628094283635977,42.0,0.2841341724534169,0.7940688791947624,0.1669191391261345,0.433058300119213,C3
52,52,0.8976906212548675,0.269011744208818,0.0465530220597505,0.7788945102653981,0.5516149938945927,0.3690064884670433,0.3827736466580435,0.3805620394811124,0.9992803321241964,0.4365569638774991,0.4931743526709135,0.4049799309822147,0.1042916455914835,0.1613961069984965,0.0358524357169188,0.71707239141127,0.3050554745870659,0.4044596009935052,0.7044851960622198,0.1068455842642056,42.0,42.0,42.0,42.0,C3
53,53,0.5095258017631874,0.7314725439404994,0.170408958625599,0.0278429942288224,0.2365562606942137,0.8544542047525697,0.5668852519997998,0.5274044324796372,0.4967544130025041,0.9100619563209345,0.526093336020911,0.6985038009762111,0.6499809632583046,0.5849929161938557,0.1350433756010552,0.3894964831673266,0.2046337863807656,0.2039314322082597,0.0125345417548315,0.699988254301529,42.0,42.0,42.0,42.0,C3
54,54,42.0,42.0,0.2009920295660895,0.2268653656593534,0.3139227782265725,0.7566906746502289,0.493414626357244,0.2050544645481924,0.8339613047018979,0.1417492774680737,0.0219259421068181,0.6140003078515466,0.8086261005207585,0.9813023539428208,0.7094550124046815,0.9052348363893208,42.0,42.0,42.0,0.2189862280478008,0.9966517621426152,0.1193672225548935,0.8038407543244713,0.190246863377399,C1
55,55,42.0,42.0,42.0,42.0,42.0,0.3135443892601891,0.5523522030917689,0.2349014311906352,0.0056367596068397,0.6304927152898429,0.2049742689750391,0.9465564054261568,0.3675007580020712,0.5217505280853023,0.83142684036336,0.3431924195061325,0.9077531342719336,0.2842390529688032,0.3397242806316695,0.5303721670505375,0.7966957090025034,0.8081738545122419,0.423838600152035,0.0548620382031311,C1
56,56,0.7032719927627874,0.2277642331698385,0.7222424128705398,0.4352525782939404,0.9428396652958866,42.0,42.0,42.0,0.8221251410735085,0.272834495858902,0.322328945600795,0.5246610370170963,0.7856799196590314,0.9222098952861328,0.0260729413030391,0.0752298700431269,0.1244301298705365,0.799160960412192,0.3031400248939719,0.4375423175114452,0.2944500662861943,0.5683526912067485,0.5653158030109874,0.9370388115566411,C1
57,57,0.5663528565281942,0.0876792130513206,0.8107456601849766,0.620638877998685,0.7325702899605202,0.1178821164147418,42.0,42.0,42.0,0.976702346283878,0.6713856961834787,0.178647588850582,0.2540838440632235,0.7888591576989897,0.0636910946810085,0.2452692512146017,0.246807269698416,0.3251197579495445,0.138339176473013,0.8307836004246596,0.7669367296710186,0.2155254699141489,0.9882503274817064,0.5020583491271249,C2
58,58,0.3520366522995902,0.2181535176055439,0.6804992893120508,0.6147882265906519,0.2277650682635511,0.3355287563295025,0.4536292152096336,0.9582281481876944,42.0,42.0,42.0,0.101642331483291,0.0607191597176973,0.9117756320841384,0.3749905218697748,0.7843835244697978,0.9057969923487206,0.5649976339857525,0.7720962093647398,0.3569795162087902,0.180332516131452,0.9607795778389044,0.6654918187416774,0.2178386533537627,C2
59,59,0.8807013148477906,0.0554567324451502,0.7445813040609718,0.9735478536622676,0.6605558818328079,0.0833074777879918,0.3221794016861056,0.6491304580322764,0.9958179173415004,0.6752893888169375,0.6636971087526362,42.0,42.0,42.0,42.0,0.901939952673574,0.4088065314427912,0.2891013745028412,0.6657010951830505,0.5636442107623231,0.5287753854902514,0.8333069985950088,0.3088400188772459,0.3130889084356962,C2
60,60,0.6172070316152964,0.8604367075451445,0.0877557258342142,0.6986626967521762,0.5431222064180643,0.530126387557246,0.6559955703460988,0.7477937090272273,0.4779649063975519,0.502173204526453,0.6793165647223238,0.9300188060813056,0.4084530871081174,0.1436922482822648,0.5043348504373656,42.0,42.0,42.0,0.3016543484178533,42.0,0.6922243937824059,0.2095632033688128,0.4128346982255647,0.1830702079759839,C3
61,61,0.248760372172153,0.3606692632006726,0.5337253411838425,0.3378720571315881,0.3227462710627025,0.5732927847170796,0.2177795941024013,0.4031745003085427,0.7688610035272495,0.007407543138704,0.0572731640196493,0.7434635233723489,0.9388703847672868,0.140613521486974,0.1821377062884354,0.355907686636546,0.0931238945781335,0.0091047977429143,0.4955741738272018,0.379098103408073,42.0,42.0,42.0,42.0,C3
62,62,0.6764310743513015,0.3411432255173693,0.2182451267607311,0.843095911464093,0.9174574913807994,0.7082468828068453,0.0232783323148321,0.1789353629993501,0.4306560538127569,0.2268500202131078,0.8487607103236223,0.8770488696734252,0.699798290397861,0.4703255560628991,0.2842337394561703,0.4217587786465661,0.9220457524862494,0.4192161681332986,0.928755372675294,0.4927754771156468,42.0,42.0,42.0,42.0,C3
63,63,42.0,42.0,0.2468651367695211,0.6094070197694199,0.025474875374968,0.7077565729242487,0.411393198299505,0.896993576367813,0.4956428320454232,0.7663758428076497,0.0865278395247045,0.5593727997327747,0.6931766200014104,0.0428051574060768,0.3823036765525418,0.5224290903998926,42.0,42.0,42.0,0.956786220292392,0.3450866766033676,0.0547514552404779,0.4134287055492086,0.737768573382993,C1
64,64,42.0,42.0,42.0,42.0,42.0,0.5154483069803155,0.2619592729034244,0.9865977441588564,0.7457593057229296,0.7350348911424097,0.766174153914719,0.5537379139798071,0.8675578795139518,0.7911753315180874,0.5119723432104659,0.5280624120463412,0.7800358435134015,0.1033545201329517,0.7631013578552446,0.3488646851468815,0.0691669935207736,0.5654025125276472,0.3676598313079506,0.3881724107115898,C1
65,65,0.4645695791496406,0.550042541325458,0.8984300138046545,0.4487709534758805,0.8281752366895588,42.0,42.0,42.0,0.8322202262880362,0.960451040542858,0.1924940552246009,0.883259631631485,0.3206479080999038,0.6461024327867453,0.2983752298068722,0.4847762441939808,0.5973450750408377,0.0348862437342907,0.2903032974487376,0.6455307065466767,0.2446873661210243,0.5358741357965714,0.4708670257414492,0.9718510135236657,C1
66,66,0.6620132705083703,0.5054757219428533,0.66054927429136,0.401981168070311,0.8114348377578003,0.357339794714504,42.0,42.0,42.0,0.571662399055264,0.7134883198730837,0.0713048240204068,0.7017184452080674,0.674526598603141,0.9597602887092548,0.5275711796855267,0.828955046339161,0.7614624520570888,0.158430837487736,0.3084961122808733,0.2955160564198471,0.2320834243528085,0.2664567232755555,0.1954548419651738,C2
67,67,0.808579113227789,0.5659812033273295,0.5331132926481786,0.5159524613406478,0.9869959553106822,0.7158540547811277,0.2862909706824188,0.012313572823716,42.0,42.0,42.0,0.3273773736240541,0.2277434449485438,0.1981900343747406,0.4629347761507358,0.9511705738150562,0.9246448980384772,0.2079528049082025,0.2142243642508396,0.8515305548946419,0.0841066307104598,0.9225430557538224,0.6966599389838775,0.0295639257223587,C2
