,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,class
22,0.9016623765633697,0.7393690473013828,0.5342679895039407,0.8584855440112703,0.06943540653889857,0.1356134353309688,0.9351764447231047,0.2677523139541296,0.10861701892771591,42.0,42.0,42.0,0.8781916901331545,0.9745680987864955,C2_c2
23,0.9821984179977064,0.24175194515138387,0.22938200213950377,0.5562170727631276,0.8151466041288631,0.9517835438566883,0.31250768144564056,0.4727465754814808,0.9776237950015052,0.33106824563111736,0.07229239929793008,0.04313185736005676,42.0,42.0,C2_c3
24,42.0,42.0,42.0,0.17081189342594894,0.9453419833843001,0.2709605482554557,0.9130517033535513,0.430301337402047,0.3271576011655978,0.7530094635806277,0.3550758593541157,0.9836298673364581,0.29700167618070794,0.9384854737740402,C1_c1
25,0.17396847840673102,0.15436818086504633,0.906503205645134,42.0,42.0,0.9670403211452171,0.39600987582564207,0.35412990881373085,0.3027627984513569,0.08081513474037749,0.6460172808926046,0.4358641428783404,0.16061527661170893,0.7655450617652756,C1_c2
26,0.7396076109864932,0.8385044214204691,0.402633508316259,0.68560481465933,0.5974371373111367,42.0,42.0,0.7881975339184962,0.49420068712529264,0.14154104006995505,0.6640786510978172,0.6757656635672681,0.46835206690294173,0.4634344653767467,C1_c3
27,0.5192473336050819,0.6274258658646295,0.0829814015981426,0.27202024498135136,0.7303481355630099,0.06953445172159334,0.26583356264244795,42.0,42.0,0.16002580352414453,0.621105440524105,0.6718568217617655,0.9272684575730475,0.8313390946745012,C2_c1
28,0.8385467821235162,0.847831019777028,0.09098889036949642,0.4281110236087564,0.2879856270078377,0.9347963847502487,0.7625580799717377,0.009722034241289479,0.9547699569153336,42.0,42.0,42.0,0.3035423523109978,0.5511429876628682,C2_c2
29,0.4304382917641276,0.8106376004995747,0.5503892332541399,0.3777290785987747,0.38919934175940496,0.6988891505199458,0.6146708943884981,0.811828645753222,0.09311348872255554,0.2009043721140793,0.6002045222212309,0.04798984577026011,42.0,42.0,C2_c3
30,42.0,42.0,42.0,0.764063344950498,0.02922437308915171,0.9542159091680551,0.8451077123630288,0.19400625412363914,0.6726898806710225,0.2724108027036932,0.2701749476915273,0.5350533479958546,0.41946106938984895,0.04369718707889014,C1_c1
31,0.5284267421844673,0.5093334748771678,0.7002382795889659,42.0,42.0,0.9937457797124281,0.7918593839718169,0.7239896135954274,0.0885697216129856,0.04955421260529236,0.7264963757792748,0.4887946450601327,0.4121698997575495,0.8141829851005827,C1_c2
32,0.16602491590726587,0.13927456650370507,0.7624908820603056,0.48600341944798175,0.7147767796738402,42.0,42.0,0.9850997072750513,0.9980936761355039,0.7274458505022331,0.208340349017887,0.16484425526100843,0.749711130220618,0.917861680587006,C1_c3
33,0.5698233831405808,0.7982572313484018,0.19022376789433693,0.8156256356786508,0.6700473080567826,0.06607102229233153,0.9054617215040206,42.0,42.0,0.0540727993764587,0.8344677054811512,0.09993114659625246,0.524683167719074,0.22970328178610622,C2_c1
34,0.28896328317918685,0.29437692139421734,0.26331123924336797,0.3695753758519512,0.44864913253455063,0.3720331630035276,0.6773527999692472,0.9872853464857104,0.25019147084919424,42.0,42.0,42.0,0.49921422864235043,0.3053876148429506,C2_c2
35,0.6910984340260368,0.15672821002851844,0.5284196012097936,0.9335238643946272,0.5380699248002776,0.18403790153181565,0.31384400082249375,0.8636128165759385,0.24751409250057532,0.4159069350465002,0.40090387677394046,0.7074353053129274,42.0,42.0,C2_c3
36,42.0,42.0,42.0,0.5554874705137256,0.33978515080558824,0.9857393663612601,0.7169442215489017,0.3520111180130422,0.4340989079762019,0.39752229661587146,0.550626093898481,0.38545681861773884,0.8464424914408756,0.8616744476116548,C1_c1
37,0.8276202787515881,0.3703368745996046,0.7434027418039008,42.0,42.0,0.2658891431716326,0.09843641223289634,0.49689666101903474,0.41864739607242685,0.4170878172103628,0.698666371038904,0.5153907423817016,0.49153441802764597,0.4785831914100541,C1_c2
38,0.9783836384955802,0.319441027793973,0.6152762548920973,0.09443104641455158,0.8746497211678503,42.0,42.0,0.22267997453174815,0.11229021104606207,0.3723244642481677,0.797217914262376,0.07458607738391243,0.7563543606837526,0.02383344753023975,C1_c3
39,0.4135332976095235,0.20858993162122685,0.918314028122956,0.545969592148846,0.3129533705813238,0.06787025002606384,0.2620721298029398,42.0,42.0,0.21367207912552555,0.681481033224516,0.5650700416641844,0.8397659809046472,0.8752946823450823,C2_c1
40,0.9595855067528797,0.523258161422634,0.21969276478779576,0.17089387522689048,0.9602053207873331,0.39382397331570995,0.7067248511607338,0.2963061677862969,0.7099939638981012,42.0,42.0,42.0,0.7972079171431654,0.2640573854529241,C2_c2
41,0.9940991246371005,0.27530461143636564,0.4096149012840755,0.8119691483105598,0.7776140926370082,0.7792036717720856,0.4926026136564561,0.055520137919470525,0.8658512191935583,0.17586887671949336,0.2810185947769712,0.9458412011821957,42.0,42.0,C2_c3
42,42.0,42.0,42.0,0.5507504088693855,0.12058870082667217,0.7082973207436877,0.08746921713501488,0.3590271687626311,0.32724979161175816,0.22426348352016345,0.4275086520820467,0.31442199946671123,0.08106464224333998,0.8902528400734946,C1_c1
43,0.9229984726238692,0.671912798188047,0.7638484125685207,42.0,42.0,0.901292741889923,0.6140155616147328,0.07436996205329172,0.7837462151639013,0.6683268904244456,0.371235792960638,0.6716059686302994,0.7309647998698746,0.06870578406857131,C1_c2
44,0.22838952364026344,0.6061181738441398,0.8168271471737877,0.22130134778705035,0.7574629479876228,42.0,42.0,0.22472926061499532,0.06403814814677777,0.7410393395204076,0.5557184449884549,0.9923094100549718,0.15873260426882674,0.45287041650328963,C1_c3
45,0.04897164075015803,0.3304246089327644,0.04512969398909328,0.4668963902033426,0.6953915091556738,0.20447997997743006,0.4265635564910065,42.0,42.0,0.8473260905405972,0.5119452464722982,0.18192012514512546,0.22401478718554346,0.49520870551269314,C2_c1
46,0.6809080165439427,0.4276914322273021,0.6550184128689176,0.6512587970305479,0.3031769896834152,0.7466454570766317,0.6375752850925442,0.4071231657272498,0.8296427283043206,42.0,42.0,42.0,0.052672705473462145,0.42129697530982024,C2_c2
47,0.0560809678556653,0.09786084505280823,0.8890403053299611,0.3435073326945711,0.13625931789622725,0.5139312586511321,0.19360483429543818,0.20460809504662636,0.8294732370637405,0.3775520357857557,0.3582412861337708,0.6275121184237606,42.0,42.0,C2_c3
48,42.0,42.0,42.0,0.8055643492081046,0.6667689898266099,0.8963176213621886,0.5750601586342717,0.2317979191433246,0.7337351889513245,0.36964309735364353,0.6730561050781544,0.3467508417680577,0.14916436735008787,0.2872980373417854,C1_c1
49,0.49739349577103253,0.662981148732184,0.060825178929096446,42.0,42.0,0.7821965838681971,0.3563110986347514,0.8215630941042645,0.5664551232253693,0.5985250546505313,0.9271316709106971,0.7266498870906278,0.4905755765882154,0.47572181371588784,C1_c2
50,0.5609935414070154,0.7891919348634922,0.7370981657633887,0.2732895721215953,0.2410710494038324,42.0,42.0,0.34950913824355134,0.2526178794279067,0.17774550850807835,0.344414954472969,0.9174524158470663,0.9650776141575083,0.5281319915605285,C1_c3
51,0.2829243781453272,0.06181702218159546,0.43418793848496084,0.8572546846141696,0.8041555315277609,0.9367196243283823,0.1345795162912733,42.0,42.0,0.9588969660460893,0.0025103096823567705,0.5559284919225356,0.983377119644025,0.25337651999331323,C2_c1
52,0.7435818948651272,0.058169733740107143,0.8748223561567366,0.050418434071973994,0.8337870774561986,0.3783213298012075,0.7870467243719367,0.8999966791534993,0.05837807817648921,42.0,42.0,42.0,0.6213854495204925,0.1726957921460588,C2_c2
53,0.897881488241286,0.29546150063363164,0.9332685263520257,0.5651325645744502,0.23261142401383794,0.7303045607111059,0.27773122856817123,0.3304323021725759,0.49182030257281273,0.640716147664457,0.8570396401249246,0.597891328156864,42.0,42.0,C2_c3
54,42.0,42.0,42.0,0.6696783552729212,0.9244833373045401,0.0110402928758222,0.6456801296277855,0.1230122130086444,0.36399218512731357,0.7544303269859864,0.47061791824174404,0.7140369448934849,0.9284565426690665,0.03798473883591513,C1_c1
55,0.2857067283822249,0.7239565191162765,0.04784525816545793,42.0,42.0,0.6039242777530361,0.44038925770331305,0.6426037503675652,0.6403946295136334,0.6789840880267065,0.8540245532996514,0.24507676223459463,0.518948422011566,0.09667607785314059,C1_c2
56,0.740833788054849,0.08645494019644817,0.7078535592609487,0.39365986647094,0.7259798767413356,42.0,42.0,0.6324815530479188,0.9480592245545537,0.3803290336187357,0.5601924500232328,0.579092495208412,0.3637621675268151,0.48248768291260513,C1_c3
57,0.1457765476349271,0.4907642731093249,0.6170202846511232,0.42703451941455506,0.33350076422681607,0.6502642340608462,0.04337739072312985,42.0,42.0,0.03495845024980826,0.31269964358088276,0.549539155287653,0.24592472100006157,0.10580335081414705,C2_c1
58,0.011793989073267563,0.8548465418880172,0.17931868272106033,0.24536655605460667,0.38311677900738905,0.7150252970007169,0.5148834101431394,0.21575837936309217,0.025028033310634967,42.0,42.0,42.0,0.06571127142231359,0.8214804427754645,C2_c2
59,0.9336053081328572,0.17276407613491596,0.2822860207517819,0.024721593586547685,0.3176065874149864,0.348116931551564,0.8152756981604984,0.4865098488504829,0.6362287456488691,0.669569921015352,0.6675355116147352,0.47663188660934763,42.0,42.0,C2_c3
60,42.0,42.0,42.0,0.8082287891204016,0.5449001982990302,0.9088127568193413,0.6296737868748549,0.5932957184375199,0.5015099443593303,0.4133658059644193,0.7660998752793997,0.06177885980449349,0.4712592071439702,0.7079376500752148,C1_c1
61,0.8315779124067936,0.16481241878663833,0.7640030311185736,42.0,42.0,0.6892480848260609,0.6853486705599122,0.3603029783411007,0.7792855515689489,0.47741349961335366,0.7103171091874008,0.454054955545924,0.04976150011414937,0.16151451551499274,C1_c2
62,0.5975881902631173,0.7016423471007703,0.4227429523369294,0.6548467176689985,0.8911530567747874,42.0,42.0,0.6822552796039454,0.6061833408778403,0.043056673488638064,0.04085561174703578,0.16331020787178863,0.22845942845650247,0.21904395413955968,C1_c3
63,0.041206982664461655,0.5974996660751015,0.1582601787410126,0.7910255162730423,0.9738774429220588,0.49251380131451183,0.7143756761159029,42.0,42.0,0.8906955401450373,0.5034356265831001,0.8908348375307328,0.40490872540573175,0.930279620089403,C2_c1
64,0.4853411518538506,0.011356352250164625,0.5503063928774167,0.3427171168249388,0.5831466523585824,0.6753607316749904,0.2154624061207644,0.17806995430264239,0.43237897016280513,42.0,42.0,42.0,0.404783656431455,0.13626172394931124,C2_c2
65,0.8373405865051583,0.7668902307573662,0.5494721849548027,0.24297743659958349,0.40151899633571186,0.2998524569446347,0.058187919041009284,0.9507660676920053,0.49235293877156605,0.9454378707999281,0.5301943068141555,0.47349547717175045,42.0,42.0,C2_c3
66,42.0,42.0,42.0,0.8020997339457553,0.8616777633969795,0.3598109671207895,0.8270385096984997,0.7141697430017656,0.88589160607901,0.5859235229938466,0.35612224027661266,0.5805127727668654,0.8713781116935371,0.5881183452317004,C1_c1
67,0.5136432654421106,0.28482845800312984,0.9922343486538825,42.0,42.0,0.9251804018672958,0.7299927800825575,0.5778553897900852,0.7087507337146486,0.6800632348285046,0.978064877340491,0.5720530231228428,0.6437968511366994,0.4010082337783156,C1_c2
68,0.48602577176584083,0.01802462471242927,0.6930220582404536,0.9099425105682096,0.2510400241178218,42.0,42.0,0.9303373030345228,0.8579507979403694,0.23783207797479866,0.07350380002165158,0.4682876655038749,0.10667821885201134,0.7701333991809595,C1_c3
69,0.3353755072812631,0.5002235763998726,0.3166731117915027,0.5173736146314022,0.4040657676279741,0.30516156462830524,0.8611572825747017,42.0,42.0,0.9055054611441238,0.05465503480221323,0.7415981239554763,0.2517111425800539,0.1621704668699353,C2_c1
70,0.1340576494353416,0.33106276916260013,0.08619822789704013,0.5519938075483911,0.9627946434694231,0.5936962026151769,0.2366421032044823,0.06426435795188823,0.942156020961766,42.0,42.0,42.0,0.3529224832175182,0.5072564671670483,C2_c2
71,0.0845533673364045,0.09641649841777622,0.07594000773043019,0.6100062397874414,0.38859652584812476,0.399878081017633,0.9025139273339498,0.8442043133272156,0.9493398859357297,0.6983562337481998,0.46092173521683955,0.6966250629210404,42.0,42.0,C2_c3
72,42.0,42.0,42.0,0.36709985152461166,0.17050874871665034,0.947375576978033,0.76312741350177,0.17103691365013363,0.7152749611284841,0.7799466055643579,0.5079205901385978,0.6587830093420969,0.050405942236890766,0.5695365251461899,C1_c1
73,0.9165767479248259,0.26518724765248813,0.9993512280312119,42.0,42.0,0.6120940622327249,0.006604504224164032,0.2403431659953923,0.17237299257027372,0.7627457013997254,0.12833026170136808,0.29584853076653017,0.39543543134899717,0.4826862490709264,C1_c2
74,0.17672429731076722,0.2436189196531091,0.34509064079679164,0.49302748000166197,0.10502139070502214,42.0,42.0,0.4291307378738961,0.010674839068777864,0.016959866310438665,0.441081067439798,0.48785611339016055,0.5285449011470522,0.03847483556485631,C1_c3
75,0.15040926634337792,0.6739666273662487,0.14230924033218662,0.3784765455154421,0.686113810989435,0.917671317084497,0.17231268116541154,42.0,42.0,0.2870347507836404,0.060013033054677534,0.27126389538480555,0.7392974965471729,0.8678303770567508,C2_c1
76,0.45128238272059584,0.41396240695415276,0.3911108298680981,0.36641413501653897,0.9750088003777806,0.5430405435732945,0.9287341008092711,0.15335584943655856,0.595078198080913,42.0,42.0,42.0,0.06429030900148858,0.8073766961043063,C2_c2
77,0.22871258257584803,0.5922894948106165,0.3442469738165125,0.6450005800969616,0.3535522175301883,0.26667987234422785,0.27229561570466754,0.29791587560574195,0.9015374143430908,0.3265848762253636,0.7680418439201334,0.33219369639327956,42.0,42.0,C2_c3
