,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,class
11,0.95666017483313,0.1915014134762415,0.2509213799034852,0.1826078341304892,0.4487747252277481,42.0,42.0,42.0,0.47087965232744733,0.08785358236503304,0.6454474941341904,0.9190163495238897,0.866189758874055,0.9506174382156211,0.3613404577838665,0.6448248115998362,0.413306404813632,0.5360839954663462,0.003917120157914011,0.0939666033084312,0.14410192002521693,0.821757324388106,0.46670421642302795,0.431274372823387,C1_c3
12,0.5616946185522016,0.10791247662622672,0.7954455635239462,0.07490899749196311,0.26676881545997866,0.9373401975819122,42.0,42.0,42.0,0.6784173147403841,0.46175464884217543,0.9074453004723765,0.7101192462983584,0.11854013082051318,0.5166149229965421,0.8762605873477644,0.050729695370104744,0.46673233621711996,0.9291804855700678,0.06638537410477219,0.4719739357864089,0.11185536931950124,0.8461557397860623,0.03700294430021178,C2_c1
13,0.7025677193011742,0.6875346329432152,0.7275549673263351,0.5168124386987752,0.7505902820535375,0.1972189983191851,0.20115870449727513,0.49219314351531196,42.0,42.0,42.0,0.2838996357102348,0.7840393592895041,0.6082685979731329,0.5012188695407238,0.38924905018848577,0.8258606763881663,0.05844476526921094,0.7739979483132331,0.0109255698612154,0.48039998543885076,0.4563667672971615,0.37111564526007834,0.13320676944021792,C2_c2
14,0.056221909858202856,0.09545981940023951,0.46547404917196367,0.07989688553318419,0.9842921315947412,0.21555005572084107,0.4187888626336881,0.15145496745456155,0.5920438468569922,0.16008525397310647,0.9883642715258105,42.0,42.0,42.0,42.0,0.7843166110863365,0.8733492858155503,0.3536355221069205,0.5189668050550875,0.452268849547217,0.04896943103861451,0.01128370462899364,0.6870994422067421,0.213896515063551,C2_c3
15,0.6111282088464942,0.29573388542920453,0.6998348073552134,0.3839340012908655,0.6300548784259323,0.4486138135188732,0.3630470620924173,0.33497107070010834,0.7428526266132116,0.8436669391039404,0.7094742327717839,0.6644611012453383,0.3673828662608408,0.9004923975156148,0.9402563219420146,42.0,42.0,42.0,0.5653345792168999,42.0,0.9899281395254987,0.960187935462107,0.5178250116672753,0.8880208515998169,C3_c1
16,0.5512282312492889,0.13105660920141926,0.7206421064398576,0.5111423538932318,0.21491141713720618,0.9583491453388188,0.47100632184377067,0.41847680478179927,0.8192612102612513,0.9681966669426154,0.050119335523755026,0.6350269776986968,0.33937516053155004,0.036624958832665144,0.5957675891285474,0.7265578321180727,0.5671380780927339,0.39940189126682013,0.9538726147426264,0.3817091999164691,42.0,42.0,42.0,42.0,C3_c2
17,0.17751013428317652,0.28428917163075784,0.8921065949869327,0.40300349428512594,0.11533512550879843,0.32966412966611425,0.0016350475134374598,0.14946682339767947,0.29130633266910555,0.7326714997431837,0.06396406796605592,0.42323928934250665,0.32291819351147877,0.6942411143250037,0.28532827203460953,0.5074437815154106,0.09666958514592305,0.6572835126525043,0.9807216600877026,0.7331480081947958,42.0,42.0,42.0,42.0,C3_c3
18,42.0,42.0,0.05575460981874725,0.8366152511982418,0.007115980582658943,0.49588272476838446,0.7020363698003153,0.7643124791185701,0.8316049155073563,0.8264474375525567,0.2154593764402416,0.7187484808159791,0.5215891817896506,0.2877768291714412,0.1577158101759677,0.5712601302637209,42.0,42.0,42.0,0.2816946204753459,0.5373846418379767,0.5179693663965296,0.20177142184522845,0.9677614632872545,C1_c1
19,42.0,42.0,42.0,42.0,42.0,0.7493676158510943,0.8100568126445383,0.1811045174090723,0.10174754466452274,0.7711741940672823,0.004846277257081866,0.8676672844762543,0.9530641950740333,0.2895745205692317,0.8359311420273,0.36654366827460694,0.000978552800128707,0.7504205892182951,0.08795097934664187,0.9340303842093381,0.2025447623962473,0.8940469068625905,0.837606619115215,0.9118608747707108,C1_c2
20,0.8627042358621718,0.4976770474800539,0.25484706174855243,0.028964429134052838,0.4482823555614831,42.0,42.0,42.0,0.027270289099721845,0.3883523159465345,0.2287600863117184,0.46437056641283125,0.7982058551924619,0.9211028711188605,0.15665375979768414,0.9503388853294027,0.13642746399725258,0.44860338138532274,0.09999072212420268,0.6226168772638023,0.9654173767476096,0.766562771644848,0.8343786794756788,0.17157958681443286,C1_c3
21,0.7925530607986185,0.4644271386084414,0.9543012552974804,0.6412521590664334,0.6754856763843867,0.7664507725251876,42.0,42.0,42.0,0.11967890571898787,0.2071264103176158,0.14188860755578547,0.8255362772953102,0.55426498275561,0.10769639203962189,0.7650659475255234,0.3957021221087331,0.898126745359173,0.096685804816807,0.1553398391435934,0.20406389697205685,0.3291511339148464,0.9506747928860918,0.27383925163528444,C2_c1
22,0.47454530594494804,0.4344237095098562,0.9361820445633046,0.2890404157509229,0.633325346142246,0.9207359126362031,0.15779355058829603,0.610770327652206,42.0,42.0,42.0,0.589000950751549,0.8691123930497596,0.2839408902260654,0.672989787593142,0.3305576378359544,0.8226348824295459,0.7535587313715066,0.07007905584337104,0.4995336489139286,0.006124132625883294,0.37187651125035615,0.9873910233691694,0.8337542781845335,C2_c2
23,0.3103494500956151,0.13759699933797676,0.5720310685527049,0.07450209622418114,0.9545791687534683,0.770309188260108,0.9431137656260101,0.6964383991892694,0.97722194128842,0.14388143390947505,0.9320698260741415,42.0,42.0,42.0,42.0,0.16027647353530727,0.8817008258537267,0.7566141630612252,0.799653870731439,0.38781168641275376,0.5294765324825257,0.8833024390010376,0.07327321649211793,0.926527313129111,C2_c3
24,0.3642410107706425,0.43374842532308744,0.8183775184738284,0.2775226514604646,0.7661776539579194,0.25722764095897077,0.6316095696887317,0.5871882301541278,0.07223089361080703,0.3460225700565984,0.598250805600277,0.39005754621965527,0.1778522416060314,0.29520283979963813,0.7576467645287532,42.0,42.0,42.0,0.8096579454967737,42.0,0.4622306800873408,0.21476075000791817,0.8379018506831322,0.7735920841956125,C3_c1
25,0.23992963933314926,0.19282097435050105,0.9557693905429394,0.3997868215820718,0.31596116377684624,0.2988052356932034,0.2928111244340771,0.5337891190571058,0.8081843476448105,0.7934612894566143,0.10752098506569863,0.03432990129669122,0.6118557206227094,0.7215253075610727,0.551110458584737,0.8947139703137649,0.7595150555905184,0.14959225293999556,0.07788860078392612,0.33095687335035573,42.0,42.0,42.0,42.0,C3_c2
26,0.40760509445696746,0.39536836037238743,0.8935663838914613,0.32653680705551047,0.9685346447786836,0.15896505660504112,0.6633590230318859,0.5089333139668706,0.27257109160226534,0.14059678603702186,0.3515505344319343,0.6246911156418079,0.4979852317756226,0.1660288904580337,0.07473217104823449,0.35109272664156277,0.3347956942101491,0.6683100315727082,0.7593989255291709,0.1916143185926631,42.0,42.0,42.0,42.0,C3_c3
27,42.0,42.0,0.8729461378315029,0.6969877610560643,0.1417535272524203,0.6442256993102411,0.45785389360874174,0.3391972998408478,0.519896210615906,0.0023900697599372744,0.6698110873331159,0.3886793103444791,0.3286411489175386,0.2533574532229068,0.45754766488775045,0.2096365752699738,42.0,42.0,42.0,0.7884112064370965,0.5943363977242396,0.19954789492159353,0.10147197823913967,0.2792974006859873,C1_c1
28,42.0,42.0,42.0,42.0,42.0,0.662866037816378,0.08160466151015977,0.8673626586860346,0.45102547822881445,0.556766192464654,0.8341771978824576,0.07338646857002318,0.12677673859352878,0.5562285253001286,0.3619444633553708,0.17914198054756725,0.4756481912891328,0.6113744603873428,0.0363475791396175,0.6428741446706836,0.5025605542952281,0.14466009629561072,0.9878928325160017,0.9612990974590682,C1_c2
29,0.6142698473265613,0.7574655712152523,0.31010444563945505,0.3719846254403335,0.3043755808005414,42.0,42.0,42.0,0.7659758825318416,0.42901375244907125,0.04227904891942069,0.26894449086992067,0.1435985242951746,0.009712013463199831,0.5907914294071772,0.5806152391934714,0.966933748446422,0.44991788790325715,0.27572998752829514,0.016023627324380896,0.528680598741276,0.16899471723731452,0.8069219030144822,0.17693530723344653,C1_c3
30,0.05973585934435344,0.47365698573826787,0.31608561338828634,0.9328253600680958,0.1931653422729802,0.19628306397789752,42.0,42.0,42.0,0.9801108159912209,0.3261579124318359,0.5505208015666592,0.28061649782442577,0.563907053841229,7.441800044383218e-05,0.25930258379876725,0.10882367146853322,0.8220234801457988,0.858428883875977,0.1837005686456662,0.8891138755523925,0.10803082478285508,0.22140799938900124,0.7358940778431071,C2_c1
31,0.3525888966559293,0.057337656603274945,0.3760434761322796,0.6757311200481373,0.3825173628272256,0.658689546813591,0.09412552479250835,0.6123245396647242,42.0,42.0,42.0,0.9555798767339155,0.47780327424273616,0.755137310961877,0.09360113409027881,0.3795887176127871,0.1698745772239908,0.852476777737311,0.023512763360663436,0.5549936313928058,0.8246817218244925,0.9648409805500741,0.2712269030348222,0.06724305466997904,C2_c2
32,0.43543814472920817,0.3825847329130301,0.4139314184720282,0.22475577555487436,0.9677680341053708,0.4044879835249374,0.3775103729465402,0.796684851222559,0.9106452779034346,0.3148676208880875,0.21393641385922213,42.0,42.0,42.0,42.0,0.5716608137324309,0.05706965933350072,0.13653596123511202,0.7598130603736262,0.8574726224068415,0.8538296135807075,0.6474973537375791,0.9156058857733802,0.8983174340258209,C2_c3
33,0.2736561021952909,0.32111075144048107,0.28639220982724967,0.5706039911828467,0.7762236682542852,0.7636357324984212,0.995512932402135,0.46998280872209963,0.9518659419292786,0.8559442904790041,0.8919020435205934,0.35088452209772814,0.08204673043200073,0.18232450760275998,0.07305179226875058,42.0,42.0,42.0,0.7097034406946043,42.0,0.3193305409034739,0.4926102589111324,0.5244295643368195,0.763628240789932,C3_c1
34,0.11642800232338446,0.5695132765038748,0.17282441658985492,0.6285032753784315,0.7573069206377363,0.4589254922433218,0.0988645840739405,0.5865252079718796,0.43917881499989897,0.6687258484557833,0.6592889244192187,0.280624330560473,0.01952991599896392,0.6686913587884113,0.6133104647127423,0.45771580779031307,0.30280228970468304,0.670021966031813,0.7977368111820591,0.7867142812997949,42.0,42.0,42.0,42.0,C3_c2
35,0.589984647921523,0.9590759936036729,0.5496456943798187,0.5391704314522768,0.16412650488247693,0.8106620149392143,0.06997133123076915,0.11614827422537433,0.7941775967776062,0.3196126902968952,0.8466976262096221,0.5129787056221691,0.1602489330342124,0.8347374171854723,0.4755504181525724,0.5730133976609296,0.6931177150314002,0.8792729745707418,0.7894131907117086,0.4479712601745932,42.0,42.0,42.0,42.0,C3_c3
36,42.0,42.0,0.35089412124547814,0.8723657589363839,0.6158597606671403,0.45376066730933384,0.6085109608419232,0.6691697379342205,0.8874026163483103,0.3715164160450698,0.9534857137791363,0.7905302876043997,0.3700463624689293,0.36727986816963787,0.2712351235478452,0.3200630290039733,42.0,42.0,42.0,0.8666771454563433,0.5755012576150136,0.6064265524885372,0.7176450152876173,0.017620854561897437,C1_c1
37,42.0,42.0,42.0,42.0,42.0,0.749163506687783,0.4258284037617437,0.5191885178324738,0.019458486277853515,0.5544787157126794,0.9540179968496789,0.9424832890081305,0.3487769026711155,0.9651863305788343,0.5826142686857478,0.9983511432696687,0.6312401605336236,0.266198362333258,0.9408820521642042,0.9978336417257978,0.9913580246257208,0.11328271530798717,0.6534675852317273,0.8669647586386577,C1_c2
38,0.7560065486195509,0.2689355167496952,0.08325572165652506,0.2313491710015141,0.44779100025960006,42.0,42.0,42.0,0.3213517678990717,0.6869103883067439,0.41840576928857154,0.280780234432244,0.33178211091859056,0.17654880077313495,0.09631422839694992,0.010276437048169051,0.7743295191166277,0.04287245186437705,0.2619610346069903,0.4664985968899642,0.5525890756776736,0.7752653304546026,0.9601000446012841,0.005289659837536598,C1_c3
39,0.6071570795870329,0.365999087079074,0.5837399328942702,0.7781637881535033,0.6419582018365066,0.42557169939070083,42.0,42.0,42.0,0.15784400016609912,0.16784641212784412,0.17939372638732232,0.06919098674433721,0.6251196220993037,0.2471635246305387,0.9421702816474573,0.2699286614707521,0.6748178739436811,0.3461497428193574,0.053242699242362246,0.3323073909905161,0.779817436568166,0.3870762349289776,0.504244455518551,C2_c1
40,0.9929995334462534,0.5729699592145384,0.7374824577062864,0.03890532089612253,0.7325947435679949,0.9697986008676295,0.9080381348583577,0.3610483834692386,42.0,42.0,42.0,0.8465871052816748,0.9656672139555033,0.4418469848950003,0.4003450749313211,0.48850401644236374,0.29418852345892255,0.25516101371233146,0.164041501707351,0.22739787034901005,0.746977670532398,0.029950317146720584,0.72001677863928,0.13147132080603585,C2_c2
41,0.9114054338263414,0.28159989625392123,0.6159136220513232,0.07909319968503203,0.02275576727209705,0.3610000451066372,0.8927390248597339,0.8424859932909963,0.29644601598241294,0.5837563258423771,0.03834945757661368,42.0,42.0,42.0,42.0,0.8564050120070501,0.22343005719555142,0.7100484685470111,0.2240347117516368,0.06546160052372041,0.9634011411141626,0.2378176509921267,0.8027217058237781,0.2668338938459687,C2_c3
42,0.6202310569299966,0.6325738632096239,0.9322478635397179,0.8800716346237357,0.26543812351798024,0.013878892928357978,0.3519545140731265,0.9632725705792333,0.08965369656964617,0.29590611577641734,0.767675410569725,0.44641183503639537,0.8977173256957192,0.8897453630809653,0.44966345688095033,42.0,42.0,42.0,0.6206865874929425,42.0,0.410515573269127,0.3988261348631802,0.178265296327758,0.7992643684337013,C3_c1
43,0.35514222374912596,0.953344375273225,0.5731629258786145,0.9374625381338344,0.2801036445856062,0.0870352171969162,0.521040377601084,0.20736369863138404,0.8966799717996485,0.3502556491474683,0.8038639658503868,0.276006989317116,0.5609653452627216,0.19864805914689487,0.4781863736475054,0.6107245915712187,0.9983935446624393,0.35593252861730973,0.6181222236424583,0.48106301803496876,42.0,42.0,42.0,42.0,C3_c2
44,0.47741740451286296,0.48034993816501315,0.36085278470915494,0.20543165813923348,0.47609699044969234,0.1594013815838261,0.993576604965973,0.7377776347574642,0.16318020139623446,0.3853232341180288,0.1002851672477808,0.29026252014955733,0.7498249620234888,0.5140172772079917,0.7795890625151657,0.7841154505544526,0.4446522741935228,0.17076169576701916,0.3554477235825714,0.24734789584305794,42.0,42.0,42.0,42.0,C3_c3
45,42.0,42.0,0.9896402566428415,0.5442880395221115,0.5654507189739513,0.9858042246299472,0.09641481584079481,0.1749688575191789,0.6536922039469218,0.39227170686336554,0.42304319193452533,0.9331419884093394,0.19146099494067326,0.8602325103937394,0.16608485614406765,0.38182423904201734,42.0,42.0,42.0,0.6687863691452577,0.5848279482188427,0.7524325246758816,0.9302159861447902,0.8543248763146934,C1_c1
46,42.0,42.0,42.0,42.0,42.0,0.4257476343494202,0.522886366143223,0.6637155798979465,0.7504521040041476,0.14562372125706569,0.09813368571281011,0.03587864703433319,0.8828424762777497,0.6972172146597749,0.027029428414028778,0.8844856631800619,0.00943846859046893,0.47046440011754986,0.3431447777314989,0.6376521134680169,0.6583388016816752,0.2620818824611312,0.2179145925503302,0.23216636306096872,C1_c2
47,0.9158139642323829,0.9454280269337325,0.006250319018851425,0.655521295798128,0.7300142991685963,42.0,42.0,42.0,0.3625988567276959,0.27308898413936156,0.5475101044365815,0.09250415757874941,0.6317154392836831,0.8224211996808487,0.6578371584613432,0.26286581380162777,0.7106542457998349,0.2741740445037234,0.6760638331465624,0.6572748603450949,0.7237237106991391,0.5256305906862045,0.07672416535954896,0.01925666512485036,C1_c3
48,0.10390486988746706,0.6183446191620691,0.13384930458173527,0.06265025896757614,0.032455608057268215,0.4717082370004493,42.0,42.0,42.0,0.4001437605714643,0.6540020298103174,0.6425044937168457,0.8660251913439313,0.6347079834274444,0.008245404085531316,0.4559678445107508,0.49096111388305697,0.8603803664167985,0.9451279957050626,0.14037960915359904,0.4313406228549752,0.8893292178107084,0.9479880389807234,0.5804220192947919,C2_c1
49,0.3200485626505235,0.8308334836237258,0.24610693534384098,0.762981078336965,0.7983321464044716,0.7633520448708301,0.13404410845517556,0.12932659433928473,42.0,42.0,42.0,0.14971624190126342,0.8062390222650059,0.23052778620102476,0.8984927370221101,0.5768072601452056,0.0503203317958012,0.13907420744237264,0.4346951369791524,0.9724091424807567,0.2558273251978048,0.6481008160821866,0.8115605285270584,0.9414154877658464,C2_c2
50,0.5354504456135115,0.06026827024567849,0.13656364283120515,0.6600100383815144,0.8176360752499374,0.6282795174926197,0.5473376895086983,0.6222922197286334,0.11987909839819277,0.7323728697468553,0.32551763383939936,42.0,42.0,42.0,42.0,0.8316288575665793,0.5302984285091858,0.48570347013344084,0.9473517185559931,0.7405829105276005,0.41435972759389905,0.7905838202430241,0.09956194100291371,0.5416948506167168,C2_c3
51,0.4913968242354302,0.41857615203982945,0.17170221953762377,0.10143567502886663,0.4583774891418295,0.9929345493199917,0.02979970386739872,0.13032287074019278,0.41872172897092663,0.895008256246468,0.639936575352083,0.09769272801130313,0.6859473658988277,0.13609602593085113,0.6650273295390623,42.0,42.0,42.0,0.7778998060915864,42.0,0.36047022708554155,0.16942866530978262,0.1606208717909613,0.7608466394061829,C3_c1
52,0.9098556829831118,0.344674131024288,0.5342770894951167,0.11469269003630445,0.8938569577482525,0.41753047520845654,0.5477931840806108,0.6417695505959511,0.7852797597865172,0.8701970050887095,0.45306620075025217,0.9597979054555127,0.5785885527812471,0.7148751888879727,0.8430363599371973,0.6537033213646241,0.4344300496878919,0.5620192658188219,0.8608680581572684,0.8593099841799496,42.0,42.0,42.0,42.0,C3_c2
53,0.6487958850813808,0.08571934547092541,0.7701921738499254,0.6910861902424337,0.7282049936734118,0.978334471356934,0.015423092974338082,0.1977755154500621,0.4719028356477388,0.5721291100043393,0.4843432829210884,0.5999533843275304,0.7714207691566175,0.4073173866633515,0.6886120293690191,0.4372975255694187,0.4867313112332339,0.17369411374257326,0.26284557419336285,0.9291759604612118,42.0,42.0,42.0,42.0,C3_c3
54,42.0,42.0,0.7616565978392287,0.5910350692300897,0.2982939558197385,0.32465969466188827,0.2501883764261279,0.16830515477468289,0.7999049410688718,0.8891978219770303,0.4241766171462775,0.677447988964722,0.6065457565728432,0.9702213313579382,0.7074764183705309,0.2130443694308235,42.0,42.0,42.0,0.0697094294680205,0.8955131559628599,0.02937368403441598,0.0565396174987286,0.028459771199201178,C1_c1
55,42.0,42.0,42.0,42.0,42.0,0.9181522523730266,0.19676819841081683,0.706212791247353,0.43376236806781776,0.28524322284321746,0.14500946170029783,0.766121436357409,0.389274024111518,0.9046753239914642,0.48690319062271425,0.32218877394143197,0.37422997830548277,0.016186413000974675,0.4291673359088374,0.8731272383169386,0.517303597277428,0.25960151157663836,0.9117439270324553,0.4345440147422145,C1_c2
56,0.2882170692220566,0.5851943518512505,0.7786498909090289,0.45018364601668204,0.7486234426847954,42.0,42.0,42.0,0.9318285162319825,0.6397864023198382,0.6490829587785861,0.6261417352244176,0.7677869035010022,0.26200714275948056,0.5305720828010405,0.48431084050585027,0.8072142848138694,0.24524430240945883,0.31570897210218773,0.6831163748957851,0.410956499782806,0.193458005632429,0.22237443753491404,0.8601051309679756,C1_c3
57,0.802747834069712,0.7575079897305048,0.07886993287182231,0.30675811035784184,0.5204487349545845,0.4221040384059611,42.0,42.0,42.0,0.5508785578479004,0.4778600835539186,0.4371492512349805,0.156737463735943,0.34727320469628353,0.5037055312591994,0.4856071922703751,0.8893567066490294,0.12971304902770475,0.37243386234574516,0.1027795762428294,0.3199327070901268,0.8719149072080905,0.23516980208607463,0.17393850718577275,C2_c1
58,0.9558976607931601,0.32584564379837666,0.706778258692812,0.8568858451743291,0.5699813207994546,0.20138262343103486,0.5424871870427704,0.6853863605806043,42.0,42.0,42.0,0.4261378892077329,0.6769100445594529,0.4267430094732203,0.03743423764018228,0.2719647623791509,0.756284722955385,0.4473842259976335,0.7596224528854851,0.2026977528920214,0.6282387686530351,0.8563912906546813,0.06920260234016662,0.15026000249779092,C2_c2
59,0.3442717944630713,0.19601095961052672,0.2823491803166277,0.40121404853254883,0.32337015227409627,0.5040968987057384,0.18938078380427703,0.16234947573456904,0.9525718285218637,0.2507037264014158,0.6308068913194536,42.0,42.0,42.0,42.0,0.22730844447154364,0.005134055303353091,0.5937379452069181,0.5116354761421462,0.8736956395803567,0.153119261305262,0.7697313099697514,0.5603502754232584,0.4196745461120247,C2_c3
60,0.9493294141554215,0.5095394261850886,0.5593081812027033,0.7915418127167362,0.506702664144106,0.273931401085027,0.4288494257583946,0.3067097726408121,0.06352336944092363,0.6807172761282725,0.4342743643004895,0.9450756878318878,0.40405889071487,0.5207625656706515,0.45707501847113385,42.0,42.0,42.0,0.6857337130685078,42.0,0.41308086880374784,0.8169616975783317,0.18952604736790257,0.24188577674095335,C3_c1
61,0.4204038286265278,0.40803194500642515,0.27381308872277144,0.5365478407138509,0.22718144124164574,0.7917250015690023,0.16425847092017454,0.12912630366729216,0.5146723537403842,0.43805603907975954,0.3404345676143571,0.8163466636445504,0.6287416928456451,0.9184893311083125,0.3918511071807076,0.3016317091353985,0.14120754698682936,0.7156337197727404,0.5864026036645253,0.07316337062879907,42.0,42.0,42.0,42.0,C3_c2
62,0.3601980714978754,0.4307367347342518,0.7722750045682236,0.540517703859261,0.1315008467738118,0.1956330613182624,0.3313540645163786,0.7005538108044926,0.8738899939125064,0.26271605306917456,0.5390805337345735,0.553701487309057,0.5919560261558741,0.47563002959099676,0.28066722157744073,0.4148744944731383,0.9103003561996513,0.8956891054126812,0.6139299960937873,0.9254854348195746,42.0,42.0,42.0,42.0,C3_c3
63,42.0,42.0,0.3263668403563026,0.49390866608358064,0.6876204750758023,0.5935035894435564,0.1554319951930393,0.7773372223332923,0.9683971446230564,0.5543639223456223,0.3113730545167517,0.7480548277334763,0.5870529560420772,0.03596661750013708,0.6963300489442991,0.5099073740160895,42.0,42.0,42.0,0.731078883769511,0.3719229056360118,0.4834695713733179,0.537469410624083,0.7036893560236329,C1_c1
64,42.0,42.0,42.0,42.0,42.0,0.4930552788771476,0.5493259884217615,0.6966255406736317,0.4168763552352879,0.15548225847575947,0.8618209314214536,0.3677468691148258,0.10203501364384882,0.9513992388068889,0.7564675186690281,0.6953398302730603,0.28763239721038214,0.4889623873220357,0.2454134624034927,0.42319692036326995,0.6260953220251618,0.035777972437927796,0.4576152554890395,0.4234873604102479,C1_c2
65,0.8739181357197449,0.06316989755176738,0.6935391078238989,0.01901857191345835,0.07160461685851738,42.0,42.0,42.0,0.602353032053276,0.5885722735506292,0.010813042053563482,0.009377222485983605,0.18985080362281648,0.8615915299375614,0.4616380640090336,0.762661493238551,0.48476305161762845,0.2974874738280404,0.8308003398574808,0.08945771689174342,0.19565800293540658,0.09025527660311394,0.45228094503861016,0.04624346694262915,C1_c3
66,0.6423475927354056,0.26708975766531984,0.5614835955026893,0.11382344333491645,0.4150937808243863,0.14430366085245316,42.0,42.0,42.0,0.17011678541541586,0.40574127625542966,0.9085531848292632,0.22631292218331533,0.33865274284990055,0.3539977120246319,0.9666411778615924,0.8057285828258314,0.9059778362396103,0.37025127356567133,0.4778463905696477,0.5606133112766776,0.6954696585794498,0.722939560424805,0.2676530124933154,C2_c1
67,0.6260841271287706,0.5343367132302291,0.6957912730151832,0.4686411792137216,0.10730131860317038,0.8860906544824131,0.9115366020043592,0.1675199015903407,42.0,42.0,42.0,0.5634336210157939,0.5271933305690552,0.6713915764019994,0.5426417402888882,0.751083340327675,0.3670690859969198,0.8644189544569223,0.31359448329715345,0.5997957400058842,0.7495800729246421,0.3660918374890014,0.9838608342090125,0.34176596308723994,C2_c2
